date,lstm_reconstruction_error,severity_percentile,model_flag,plain_explanation
2020-01-31,0.5664753,0.34555624611559976,False,"Not flagged, but this window still has a measurable reconstruction error. This looks like a focused sequence anomaly because a small number of features explain most of the reconstruction error. Biggest contributors: AAPL (34% of reconstruction error), AMZN (31% of reconstruction error), MSFT (19% of reconstruction error), NVDA (16% of reconstruction error)."
2020-02-03,0.5678884,0.346177750155376,False,"Not flagged, but this window still has a measurable reconstruction error. This looks like a broad sequence anomaly because the reconstruction error is spread across several features. Biggest contributors: AAPL (33% of reconstruction error), AMZN (30% of reconstruction error), MSFT (21% of reconstruction error), NVDA (15% of reconstruction error)."
2020-02-04,0.63662106,0.4064636420136731,False,"Not flagged, but this window still has a measurable reconstruction error. This looks like a broad sequence anomaly because the reconstruction error is spread across several features. Biggest contributors: AAPL (34% of reconstruction error), AMZN (28% of reconstruction error), MSFT (23% of reconstruction error), NVDA (15% of reconstruction error)."
2020-02-05,0.6390102,0.4089496581727781,False,"Not flagged, but this window still has a measurable reconstruction error. This looks like a broad sequence anomaly because the reconstruction error is spread across several features. Biggest contributors: AAPL (34% of reconstruction error), AMZN (28% of reconstruction error), MSFT (23% of reconstruction error), NVDA (15% of reconstruction error)."
2020-02-06,0.6342228,0.4045991298943443,False,"Not flagged, but this window still has a measurable reconstruction error. This looks like a broad sequence anomaly because the reconstruction error is spread across several features. Biggest contributors: AAPL (34% of reconstruction error), AMZN (28% of reconstruction error), MSFT (23% of reconstruction error), NVDA (15% of reconstruction error)."
2020-02-07,0.6325711,0.4033561218147918,False,"Not flagged, but this window still has a measurable reconstruction error. This looks like a broad sequence anomaly because the reconstruction error is spread across several features. Biggest contributors: AAPL (34% of reconstruction error), AMZN (28% of reconstruction error), MSFT (23% of reconstruction error), NVDA (16% of reconstruction error)."
2020-02-10,0.6713178,0.4344313238036047,False,"Not flagged, but this window still has a measurable reconstruction error. This looks like a broad sequence anomaly because the reconstruction error is spread across several features. Biggest contributors: AAPL (32% of reconstruction error), AMZN (27% of reconstruction error), MSFT (24% of reconstruction error), NVDA (17% of reconstruction error)."
2020-02-11,0.6748344,0.437538844002486,False,"Not flagged, but this window still has a measurable reconstruction error. This looks like a broad sequence anomaly because the reconstruction error is spread across several features. Biggest contributors: AAPL (30% of reconstruction error), AMZN (27% of reconstruction error), MSFT (27% of reconstruction error), NVDA (16% of reconstruction error)."
2020-02-12,0.6659616,0.4275947793660659,False,"Not flagged, but this window still has a measurable reconstruction error. This looks like a broad sequence anomaly because the reconstruction error is spread across several features. Biggest contributors: AAPL (31% of reconstruction error), MSFT (27% of reconstruction error), AMZN (27% of reconstruction error), NVDA (15% of reconstruction error)."
2020-02-13,0.67418474,0.43691733996270976,False,"Not flagged, but this window still has a measurable reconstruction error. This looks like a broad sequence anomaly because the reconstruction error is spread across several features. Biggest contributors: AAPL (31% of reconstruction error), MSFT (27% of reconstruction error), AMZN (26% of reconstruction error), NVDA (15% of reconstruction error)."
